t,ps0,ps7,ps2_raw,ps5_raw,front_raw,front_filtered,dist_kalman,kalman_gain,kalman_P,left_enc,right_enc,linear_adv_m,lv,rv,action
47.744,71.5,62.5,66.3,69.4,66.96,76.67,87.28,0.1461,2.9221,59.7416,46.6667,-0.003219,-2.5,-2.5,BACKWARD
47.808,69.4,66.7,61.3,68.0,68.05,72.75,85.84,0.1461,2.9221,59.5846,46.5097,-0.003218,-2.5,-2.5,BACKWARD
47.872,71.4,66.7,67.7,63.5,69.04,70.04,84.81,0.1461,2.9221,59.4214,46.3464,-0.003347,-2.5,-2.5,BACKWARD
47.936,66.3,69.2,71.1,67.6,67.73,68.34,83.69,0.1461,2.9221,59.2644,46.1894,-0.003219,-2.5,-2.5,BACKWARD
48.0,64.7,68.5,60.7,66.7,66.59,67.67,82.62,0.1461,2.9221,59.1011,46.0261,-0.003347,-2.5,-2.5,BACKWARD
48.064,64.7,58.3,65.6,66.2,61.5,66.58,80.91,0.1461,2.9221,58.9441,45.8691,-0.003219,4.0,4.0,FORWARD
48.128,62.8,63.1,67.9,68.3,62.93,65.56,76.09,0.1461,2.9221,59.1953,46.1203,0.00515,4.0,4.0,FORWARD
48.192,68.7,68.1,68.1,65.3,68.41,65.43,72.71,0.1461,2.9221,59.4528,46.3778,0.005278,4.0,4.0,FORWARD
48.256,68.3,68.7,65.5,63.3,68.55,65.59,69.85,0.1461,2.9221,59.7102,46.6353,0.005278,4.0,4.0,FORWARD
48.32,64.0,83.5,70.4,66.8,73.71,67.02,68.21,0.1461,2.9221,59.9614,46.8865,0.00515,4.0,4.0,FORWARD
48.384,73.2,104.3,63.1,67.6,88.77,72.47,68.96,0.1461,2.9221,60.2189,47.144,0.005278,4.5,-4.5,TURN_RIGHT(default)
48.448,66.8,88.3,62.3,73.4,77.55,75.4,70.22,0.1461,2.9221,60.5015,46.8614,0.0,4.0,4.0,FORWARD
48.512,67.6,108.0,69.0,67.2,87.76,79.27,70.58,0.1461,2.9221,60.7527,47.1126,0.00515,4.5,-4.5,TURN_RIGHT(default)
48.576,63.1,94.7,67.2,69.4,78.88,81.33,71.77,0.1461,2.9221,61.0416,46.83,6.4e-05,4.0,4.0,FORWARD
48.64,71.0,113.1,61.2,75.4,92.06,85.0,72.53,0.1461,2.9221,61.2928,47.0812,0.00515,4.5,-4.5,TURN_RIGHT(default)
48.704,62.8,88.5,67.3,66.5,75.64,82.38,72.96,0.1461,2.9221,61.5817,46.7986,6.4e-05,4.0,4.0,FORWARD
48.768,67.8,103.1,66.6,62.2,85.45,83.96,72.59,0.1461,2.9221,61.8329,47.0498,0.00515,4.5,-4.5,TURN_RIGHT(default)
48.832,64.9,82.9,68.3,69.2,73.88,81.18,72.75,0.1461,2.9221,62.1218,46.7672,6.4e-05,4.0,4.0,FORWARD
48.896,70.1,105.1,68.8,68.5,87.62,82.93,72.72,0.1461,2.9221,62.373,47.0184,0.00515,4.5,-4.5,TURN_RIGHT(default)
48.96,62.2,86.6,68.1,65.8,74.41,79.4,72.94,0.1461,2.9221,62.6618,46.7358,6.4e-05,4.0,4.0,FORWARD
49.024,66.1,103.6,70.7,67.7,84.81,81.23,72.48,0.1461,2.9221,62.913,46.987,0.00515,4.5,-4.5,TURN_RIGHT(default)
49.088,71.2,86.5,67.6,66.9,78.86,79.92,73.38,0.1461,2.9221,63.2019,46.7044,6.4e-05,4.0,4.0,FORWARD
49.152,65.3,107.3,66.8,67.5,86.26,82.39,73.06,0.1461,2.9221,63.4531,46.9556,0.00515,4.5,-4.5,TURN_RIGHT(default)
49.216,70.4,66.8,68.7,67.3,68.6,78.59,72.41,0.1461,2.9221,63.7357,46.673,0.0,4.0,4.0,FORWARD
49.28,70.0,99.7,62.1,63.8,84.86,80.68,72.0,0.1461,2.9221,63.9932,46.9242,0.005214,4.0,4.0,FORWARD
49.344,65.6,109.3,70.5,72.6,87.5,81.21,72.04,0.1461,2.9221,64.2444,47.1816,0.005214,4.5,-4.5,TURN_RIGHT(default)
49.408,74.4,92.3,63.5,61.9,83.37,82.12,73.7,0.1461,2.9221,64.527,46.899,0.0,4.0,4.0,FORWARD
49.472,69.0,110.0,66.3,66.7,89.52,82.77,73.78,0.1461,2.9221,64.7845,47.1502,0.005214,-4.5,4.5,TURN_LEFT
49.536,69.2,123.2,68.0,65.5,96.2,88.29,77.03,0.1461,2.9221,64.5019,47.4391,6.4e-05,-4.5,4.5,TURN_LEFT
49.6,59.9,123.4,66.1,69.8,91.69,89.66,79.2,0.1461,2.9221,64.213,47.7217,-6.4e-05,-4.5,4.5,TURN_LEFT
49.664,63.1,126.3,67.6,71.3,94.71,91.1,81.44,0.1461,2.9221,63.9304,48.0106,6.4e-05,-4.5,4.5,TURN_LEFT
49.728,60.8,117.1,62.2,74.4,88.97,92.22,82.57,0.1461,2.9221,63.6415,48.2932,-6.4e-05,-4.5,4.5,TURN_LEFT
49.792,67.0,125.7,65.3,69.3,96.34,93.58,84.55,0.1461,2.9221,63.3589,48.5821,6.4e-05,-4.5,4.5,TURN_LEFT
49.856,71.1,129.0,68.3,64.2,100.06,94.36,86.85,0.1461,2.9221,63.07,48.8647,-6.4e-05,-4.5,4.5,TURN_LEFT
49.92,67.0,121.7,66.9,61.6,94.33,94.88,87.94,0.1461,2.9221,62.7812,49.1536,0.0,-4.5,4.5,TURN_LEFT
49.984,66.4,114.7,67.9,71.8,90.56,94.05,88.32,0.1461,2.9221,62.4986,49.4362,0.0,-4.5,4.5,TURN_LEFT
50.048,66.7,121.4,66.4,69.1,94.02,95.06,89.16,0.1461,2.9221,62.2097,49.725,0.0,-4.5,4.5,TURN_LEFT
50.112,68.1,116.5,70.1,66.2,92.31,94.26,89.62,0.1461,2.9221,61.9271,50.0076,0.0,-4.5,4.5,TURN_LEFT
50.176,69.5,111.1,69.2,66.2,90.33,92.31,89.72,0.1461,2.9221,61.6382,50.2965,0.0,-4.5,4.5,TURN_LEFT
50.24,68.9,123.6,66.9,68.4,96.26,92.7,90.65,0.1461,2.9221,61.3556,50.5854,6.4e-05,-4.5,4.5,TURN_LEFT
50.304,68.9,122.2,67.2,63.7,95.54,93.69,91.39,0.1461,2.9221,61.0667,50.868,-6.4e-05,-4.5,4.5,TURN_LEFT
50.368,70.3,116.9,68.2,66.6,93.59,93.6,91.68,0.1461,2.9221,60.7841,51.1569,6.4e-05,-4.5,4.5,TURN_LEFT
50.432,76.8,107.6,65.5,70.6,92.18,93.58,91.76,0.1461,2.9221,60.5015,51.4395,0.0,-4.5,4.5,TURN_LEFT
50.496,78.1,113.9,63.8,67.5,95.99,94.71,92.4,0.1461,2.9221,60.2126,51.7221,-6.4e-05,-4.5,4.5,TURN_LEFT
50.56,78.2,121.1,65.7,63.4,99.65,95.39,93.46,0.1461,2.9221,59.9238,52.011,0.0,-4.5,4.5,TURN_LEFT
50.624,69.9,114.5,63.7,67.9,92.2,94.72,93.28,0.1461,2.9221,59.6412,52.2936,0.0,-4.5,4.5,TURN_LEFT
50.688,76.7,119.7,68.0,68.6,98.16,95.63,93.99,0.1461,2.9221,59.3523,52.5824,0.0,-4.5,4.5,TURN_LEFT
50.752,68.9,114.7,67.6,65.6,91.82,95.56,93.67,0.1461,2.9221,59.0697,52.865,0.0,-4.5,4.5,TURN_LEFT
50.816,79.8,116.2,69.1,71.8,97.96,95.96,94.3,0.1461,2.9221,58.7808,53.1539,0.0,-4.5,4.5,TURN_LEFT
50.88,75.9,117.8,71.5,63.7,96.84,95.4,94.64,0.1461,2.9221,58.4982,53.4428,6.4e-05,-4.5,4.5,TURN_LEFT
50.944,75.5,108.7,63.3,65.7,92.14,95.38,94.31,0.1461,2.9221,58.2093,53.7254,-6.4e-05,-4.5,4.5,TURN_LEFT
51.008,76.0,117.5,65.4,69.4,96.75,95.1,94.63,0.1461,2.9221,57.9267,54.0143,6.4e-05,-4.5,4.5,TURN_LEFT
51.072,75.0,120.1,63.6,66.6,97.56,96.25,95.09,0.1461,2.9221,57.6378,54.2969,-6.4e-05,-2.5,-2.5,BACKWARD
51.136,64.6,121.5,68.1,62.8,93.03,95.26,96.16,0.1461,2.9221,57.4808,54.1399,-0.003219,-2.5,-2.5,BACKWARD
51.2,65.1,108.6,67.8,66.7,86.89,93.27,96.24,0.1461,2.9221,57.3176,53.9766,-0.003347,-2.5,-2.5,BACKWARD
51.264,71.0,99.4,64.3,68.2,85.19,91.88,96.0,0.1461,2.9221,57.1606,53.8196,-0.003219,-2.5,-2.5,BACKWARD
51.328,72.1,89.0,65.7,64.8,80.56,88.65,95.14,0.1461,2.9221,56.9973,53.6626,-0.003283,-2.5,-2.5,BACKWARD
51.392,68.4,81.0,66.0,67.1,74.7,84.07,93.56,0.1461,2.9221,56.8403,53.4993,-0.003283,-2.5,-2.5,BACKWARD
51.456,68.8,67.3,69.3,61.9,68.08,79.08,91.21,0.1461,2.9221,56.6833,53.3423,-0.003218,-2.5,-2.5,BACKWARD
51.52,72.3,74.6,67.0,66.7,73.47,76.4,90.05,0.1461,2.9221,56.52,53.179,-0.003347,-2.5,-2.5,BACKWARD
51.584,72.7,62.4,66.6,64.9,67.54,72.87,88.13,0.1461,2.9221,56.363,53.022,-0.003219,-2.5,-2.5,BACKWARD
51.648,62.2,71.9,69.1,62.3,67.02,70.16,86.48,0.1461,2.9221,56.1997,52.8588,-0.003347,-2.5,-2.5,BACKWARD
51.712,62.0,67.1,65.4,62.8,64.51,68.12,84.64,0.1461,2.9221,56.0427,52.7018,-0.003218,-2.5,-2.5,BACKWARD
51.776,72.4,71.0,67.1,75.0,71.69,68.84,84.15,0.1461,2.9221,55.8794,52.5448,-0.003283,4.0,4.0,FORWARD
51.84,69.0,70.6,70.4,69.3,69.79,68.11,79.83,0.1461,2.9221,56.1369,52.796,0.005214,4.0,4.0,FORWARD
51.904,68.0,71.4,66.7,68.9,69.71,68.54,76.12,0.1461,2.9221,56.3881,53.0534,0.005214,4.0,4.0,FORWARD
51.968,70.1,66.8,68.4,67.6,68.44,68.83,72.77,0.1461,2.9221,56.6456,53.3046,0.005214,4.0,4.0,FORWARD
52.032,66.4,71.8,71.2,65.3,69.08,69.74,69.98,0.1461,2.9221,56.9031,53.5621,0.005278,4.0,4.0,FORWARD
52.096,63.9,94.9,64.3,71.6,79.44,71.29,69.16,0.1461,2.9221,57.1543,53.8133,0.00515,4.0,4.0,FORWARD
52.16,64.6,112.8,69.9,66.9,88.7,75.08,69.77,0.1461,2.9221,57.4118,54.0708,0.005278,-4.5,4.5,TURN_LEFT
52.224,103.8,108.6,67.0,68.2,106.21,82.38,75.09,0.1461,2.9221,57.1292,54.3534,0.0,-4.5,4.5,TURN_LEFT
52.288,108.8,110.8,65.7,67.9,109.8,90.65,80.19,0.1461,2.9221,56.8403,54.636,-6.4e-05,-4.5,4.5,TURN_LEFT
52.352,104.1,108.1,64.2,69.9,106.1,98.05,83.89,0.1461,2.9221,56.5702,54.9249,0.000193,-4.5,4.5,TURN_LEFT
52.416,100.5,112.1,71.6,68.6,106.32,103.43,87.22,0.1461,2.9221,56.2688,55.2138,-0.000129,-4.5,4.5,TURN_LEFT
52.48,107.5,104.3,69.3,68.0,105.87,106.86,89.98,0.1461,2.9221,55.9799,55.4964,-6.4e-05,-4.5,4.5,TURN_LEFT
52.544,106.3,106.9,68.1,64.7,106.6,106.94,92.38,0.1461,2.9221,55.6973,55.7852,6.4e-05,-4.5,4.5,TURN_LEFT
52.608,105.1,103.8,66.4,72.1,104.48,105.87,94.17,0.1461,2.9221,55.4084,56.0678,-6.4e-05,-4.5,4.5,TURN_LEFT
52.672,102.5,108.0,67.9,68.1,105.24,105.7,95.76,0.1461,2.9221,55.1258,56.3567,6.4e-05,-4.5,4.5,TURN_LEFT
52.736,111.0,106.4,72.8,70.9,108.69,106.18,97.68,0.1461,2.9221,54.837,56.6393,-6.4e-05,-4.5,4.5,TURN_LEFT
52.8,99.8,105.2,70.6,69.6,102.51,105.5,98.36,0.1461,2.9221,54.5544,56.9282,6.4e-05,-4.5,4.5,TURN_LEFT
52.864,113.9,107.7,64.3,70.2,110.82,106.35,100.21,0.1461,2.9221,54.2655,57.2108,-6.4e-05,-4.5,4.5,TURN_LEFT
52.928,117.3,79.9,64.7,64.7,98.58,105.17,99.94,0.1461,2.9221,53.9829,57.4997,6.4e-05,-4.5,4.5,TURN_LEFT
52.992,117.7,83.8,67.5,65.5,100.75,104.27,100.09,0.1461,2.9221,53.694,57.7823,-6.4e-05,-4.5,4.5,TURN_LEFT
53.056,120.3,88.8,67.8,66.3,104.53,103.44,100.71,0.1461,2.9221,53.4114,58.0712,6.4e-05,-4.5,4.5,TURN_LEFT
53.12,115.8,86.9,65.2,68.1,101.33,103.2,100.83,0.1461,2.9221,53.1225,58.3538,-6.4e-05,-4.5,4.5,TURN_LEFT
53.184,109.4,85.6,65.8,69.4,97.49,100.54,100.31,0.1461,2.9221,52.8399,58.6426,6.4e-05,-4.5,4.5,TURN_LEFT
53.248,109.0,85.7,66.2,70.6,97.38,100.3,99.91,0.1461,2.9221,52.551,58.9252,-6.4e-05,-4.5,4.5,TURN_LEFT
53.312,119.9,82.2,62.4,63.3,101.07,100.36,100.05,0.1461,2.9221,52.2684,59.2141,6.4e-05,-4.5,4.5,TURN_LEFT
53.376,118.8,79.3,66.8,69.2,99.03,99.26,99.93,0.1461,2.9221,51.9796,59.4967,-6.4e-05,-4.5,4.5,TURN_LEFT
53.44,112.9,84.2,68.5,69.3,98.56,98.7,99.7,0.1461,2.9221,51.697,59.7856,6.4e-05,-4.5,4.5,TURN_LEFT
53.504,113.3,86.8,66.9,70.6,100.06,99.22,99.78,0.1461,2.9221,51.4081,60.0682,-6.4e-05,-4.5,4.5,TURN_LEFT
53.568,114.6,85.0,72.6,66.5,99.81,99.7,99.76,0.1461,2.9221,51.1255,60.3571,6.4e-05,-4.5,4.5,TURN_LEFT
53.632,107.9,73.6,63.3,65.4,90.72,97.63,98.44,0.1461,2.9221,50.8429,60.6397,-0.0,-4.5,4.5,TURN_LEFT
53.696,111.7,73.1,65.4,71.1,92.4,96.31,97.56,0.1461,2.9221,50.554,60.9286,0.0,-4.5,4.5,TURN_LEFT
53.76,111.5,67.6,68.4,71.2,89.52,94.5,96.33,0.1461,2.9221,50.284,61.2112,0.000129,-2.5,-2.5,BACKWARD
53.824,116.7,67.9,69.5,66.9,92.3,92.95,97.19,0.1461,2.9221,50.1081,61.0542,-0.003412,-2.5,-2.5,BACKWARD
53.888,107.0,71.2,68.4,69.7,89.09,90.81,97.41,0.1461,2.9221,49.9511,60.8909,-0.003283,-2.5,-2.5,BACKWARD
53.952,101.3,67.3,72.2,70.0,84.27,89.52,96.89,0.1461,2.9221,49.7878,60.7339,-0.003283,-2.5,-2.5,BACKWARD
54.016,81.8,64.6,69.7,70.1,73.2,85.68,94.83,0.1461,2.9221,49.6308,60.5706,-0.003283,-2.5,-2.5,BACKWARD
54.08,70.3,60.6,71.6,68.5,65.45,80.86,91.94,0.1461,2.9221,49.4676,60.4136,-0.003283,-2.5,-2.5,BACKWARD
54.144,62.3,62.5,67.3,60.4,62.43,74.89,89.01,0.1461,2.9221,49.3106,60.2566,-0.003219,-2.5,-2.5,BACKWARD
54.208,67.9,69.4,68.2,68.9,68.62,70.8,87.46,0.1461,2.9221,49.1473,60.0933,-0.003347,-2.5,-2.5,BACKWARD
54.272,65.6,68.1,69.8,68.2,66.87,67.32,85.82,0.1461,2.9221,48.9903,59.9363,-0.003219,-2.5,-2.5,BACKWARD
54.336,67.3,64.0,71.2,67.0,65.65,65.81,84.28,0.1461,2.9221,48.8333,59.773,-0.003283,-2.5,-2.5,BACKWARD
54.4,69.0,61.3,71.1,71.3,65.13,65.74,82.88,0.1461,2.9221,48.67,59.616,-0.003283,-2.5,-2.5,BACKWARD
54.464,63.6,69.6,65.3,62.6,66.62,66.58,81.91,0.1461,2.9221,48.513,59.4528,-0.003283,4.0,4.0,FORWARD
54.528,73.5,65.4,73.2,67.4,69.42,66.74,77.85,0.1461,2.9221,48.7642,59.7102,0.005214,4.0,4.0,FORWARD
54.592,65.6,71.8,71.3,63.3,68.69,67.1,74.26,0.1461,2.9221,49.0217,59.9677,0.005278,4.0,4.0,FORWARD
54.656,68.0,63.6,58.9,67.3,65.81,67.13,70.83,0.1461,2.9221,49.2729,60.2189,0.00515,4.0,4.0,FORWARD
54.72,78.2,70.1,65.0,72.7,74.12,68.93,69.06,0.1461,2.9221,49.5304,60.4764,0.005278,4.0,4.0,FORWARD
54.784,106.0,69.8,67.4,68.7,87.89,73.18,69.58,0.1461,2.9221,49.7878,60.7276,0.005214,-4.5,4.5,TURN_LEFT
54.848,100.2,71.8,70.6,62.2,86.0,76.5,72.01,0.1461,2.9221,49.499,61.0102,-6.4e-05,-4.5,4.5,TURN_LEFT
54.912,103.9,60.5,68.0,61.4,82.21,79.2,73.47,0.1461,2.9221,49.2164,61.2991,6.4e-05,-4.5,4.5,TURN_LEFT
54.976,99.4,68.3,68.6,63.7,83.82,82.81,75.01,0.1461,2.9221,48.9275,61.5817,-6.4e-05,4.0,4.0,FORWARD
55.04,111.2,62.7,64.3,65.6,86.96,85.37,74.5,0.1461,2.9221,49.185,61.8392,0.005278,-4.5,4.5,TURN_LEFT
55.104,105.2,62.2,68.3,64.3,83.68,84.53,75.87,0.1461,2.9221,48.8961,62.1218,-6.4e-05,-4.5,4.5,TURN_LEFT
55.168,100.0,62.8,63.4,68.4,81.36,83.6,76.65,0.1461,2.9221,48.6135,62.4106,6.4e-05,4.0,4.0,FORWARD
55.232,110.9,65.7,69.9,65.5,88.35,84.83,76.16,0.1461,2.9221,48.8647,62.6618,0.00515,-4.5,4.5,TURN_LEFT
55.296,101.0,74.2,71.5,69.0,87.63,85.59,77.8,0.1461,2.9221,48.5821,62.9507,6.4e-05,-4.5,4.5,TURN_LEFT
55.36,105.3,69.0,66.0,67.8,87.15,85.63,79.2,0.1461,2.9221,48.2932,63.2333,-6.4e-05,-4.5,4.5,TURN_LEFT
55.424,112.7,68.3,64.5,66.2,90.49,87.0,80.82,0.1461,2.9221,48.0106,63.5222,6.4e-05,-4.5,4.5,TURN_LEFT
55.488,110.0,64.6,74.8,67.9,87.3,88.18,81.77,0.1461,2.9221,47.7217,63.8111,0.0,-4.5,4.5,TURN_LEFT
55.552,109.5,63.7,67.0,70.7,86.62,87.84,82.48,0.1461,2.9221,47.4391,64.0937,0.0,-4.5,4.5,TURN_LEFT
55.616,107.6,65.8,67.1,66.1,86.73,87.66,83.1,0.1461,2.9221,47.1502,64.3826,-0.0,-4.5,4.5,TURN_LEFT
55.68,101.1,67.8,71.9,66.9,84.45,87.12,83.32,0.1461,2.9221,46.8614,64.6652,-6.4e-05,-4.5,4.5,TURN_LEFT
55.744,111.1,64.2,68.5,67.3,87.69,86.56,83.93,0.1461,2.9221,46.5788,64.954,6.4e-05,-4.5,4.5,TURN_LEFT
55.808,109.2,68.2,64.9,60.2,88.72,86.84,84.66,0.1461,2.9221,46.2899,65.2366,-6.4e-05,-4.5,4.5,TURN_LEFT
55.872,101.2,70.8,68.5,69.2,86.02,86.72,84.83,0.1461,2.9221,46.0073,65.5255,6.4e-05,-4.5,4.5,TURN_LEFT
55.936,109.7,69.9,66.4,63.1,89.8,87.33,85.58,0.1461,2.9221,45.7184,65.8081,-6.4e-05,-4.5,4.5,TURN_LEFT
56.0,106.0,66.9,68.0,72.2,86.45,87.73,85.68,0.1461,2.9221,45.4358,66.097,6.4e-05,-4.5,4.5,TURN_LEFT
56.064,108.1,66.7,63.5,60.9,87.4,87.68,85.96,0.1461,2.9221,45.1469,66.3796,-6.4e-05,-4.5,4.5,TURN_LEFT
56.128,98.0,68.6,70.8,65.6,83.29,86.59,85.57,0.1461,2.9221,44.8643,66.6622,0.0,4.0,4.0,FORWARD
56.192,112.6,71.1,66.9,67.0,91.84,87.75,84.23,0.1461,2.9221,45.1218,66.9197,0.005278,-4.5,4.5,TURN_LEFT
56.256,99.5,63.4,66.6,63.1,81.48,86.09,83.86,0.1461,2.9221,44.8329,67.2023,-6.4e-05,4.0,4.0,FORWARD
56.32,103.8,59.5,64.8,69.6,81.66,85.13,81.28,0.1461,2.9221,45.0904,67.4598,0.005278,-4.5,4.5,TURN_LEFT
56.384,96.1,70.1,70.4,65.0,83.1,84.27,81.58,0.1461,2.9221,44.8015,67.7424,-6.4e-05,4.0,4.0,FORWARD
56.448,105.5,62.4,69.6,67.5,83.95,84.41,79.67,0.1461,2.9221,45.059,67.9998,0.005278,-4.5,4.5,TURN_LEFT
56.512,90.1,69.2,67.8,70.3,79.69,81.98,79.7,0.1461,2.9221,44.7701,68.2824,-6.4e-05,4.0,4.0,FORWARD
56.576,102.0,73.3,70.0,72.3,87.64,83.21,78.61,0.1461,2.9221,45.0276,68.5399,0.005278,-4.5,4.5,TURN_LEFT
56.64,90.7,71.6,62.2,61.2,81.17,83.11,79.01,0.1461,2.9221,44.7387,68.8225,-6.4e-05,4.0,4.0,FORWARD
56.704,104.0,73.2,66.4,66.8,88.61,84.21,78.16,0.1461,2.9221,44.9962,69.08,0.005278,-4.5,4.5,TURN_LEFT
56.768,72.2,68.9,69.9,68.9,70.56,81.53,77.05,0.1461,2.9221,44.7136,69.3626,0.0,4.0,4.0,FORWARD
56.832,103.6,63.4,69.7,67.2,83.5,82.3,75.79,0.1461,2.9221,44.9648,69.6138,0.00515,-4.5,4.5,TURN_LEFT
56.896,68.7,64.9,67.2,72.7,66.82,78.13,74.45,0.1461,2.9221,44.6822,69.9027,6.4e-05,4.0,4.0,FORWARD
56.96,108.2,67.1,63.4,69.7,87.65,79.43,74.18,0.1461,2.9221,44.9334,70.1539,0.00515,-4.5,4.5,TURN_LEFT
57.024,68.4,66.8,65.4,68.5,67.6,75.23,73.19,0.1461,2.9221,44.6508,70.4428,6.4e-05,4.0,4.0,FORWARD
57.088,103.0,64.7,66.6,67.0,83.86,77.89,72.55,0.1461,2.9221,44.902,70.694,0.00515,-4.5,4.5,TURN_LEFT
57.152,68.6,76.2,68.2,67.9,72.41,75.67,72.5,0.1461,2.9221,44.6194,70.9828,6.4e-05,4.0,4.0,FORWARD
57.216,99.6,68.3,70.8,65.6,83.97,79.1,71.98,0.1461,2.9221,44.8706,71.234,0.00515,4.0,4.0,FORWARD
57.28,113.5,68.9,66.2,71.0,91.22,79.81,72.54,0.1461,2.9221,45.1281,71.4915,0.005278,-4.5,4.5,TURN_LEFT
57.344,70.1,68.1,78.2,67.6,69.12,80.12,72.04,0.1461,2.9221,44.8455,71.7741,0.0,4.0,4.0,FORWARD
57.408,97.7,64.2,99.5,62.6,80.99,79.54,71.15,0.1461,2.9221,45.0967,72.0253,0.00515,4.0,4.0,FORWARD
57.472,112.2,63.2,87.7,63.4,87.69,82.6,71.31,0.1461,2.9221,45.3542,72.2828,0.005278,4.5,-4.5,TURN_RIGHT
57.536,146.0,60.8,61.3,68.4,103.37,86.48,76.0,0.1461,2.9221,45.6368,72.0002,0.0,4.5,-4.5,TURN_RIGHT
57.6,140.8,64.3,70.8,67.6,102.56,88.75,79.91,0.1461,2.9221,45.9194,71.7113,-6.4e-05,4.5,-4.5,TURN_RIGHT
57.664,139.0,64.6,67.7,71.0,101.79,95.28,83.08,0.1461,2.9221,46.2082,71.4287,6.4e-05,4.5,-4.5,TURN_RIGHT
57.728,141.3,61.7,74.1,67.1,101.48,99.38,85.79,0.1461,2.9221,46.4908,71.1398,-6.4e-05,4.5,-4.5,TURN_RIGHT
57.792,142.4,72.1,66.9,68.6,107.23,103.29,88.93,0.1461,2.9221,46.7797,70.851,-0.0,4.5,-4.5,TURN_RIGHT
57.856,151.0,64.3,66.8,67.5,107.64,104.14,91.63,0.1461,2.9221,47.0686,70.5684,6.4e-05,4.5,-4.5,TURN_RIGHT
57.92,147.6,69.2,68.6,60.4,108.4,105.31,94.11,0.1461,2.9221,47.3512,70.2795,-6.4e-05,4.5,-4.5,TURN_RIGHT
57.984,136.7,61.9,67.6,66.5,99.3,104.81,94.84,0.1461,2.9221,47.6401,69.9969,6.4e-05,4.5,-4.5,TURN_RIGHT
58.048,149.2,67.6,69.5,67.7,108.37,106.19,96.84,0.1461,2.9221,47.9227,69.708,-6.4e-05,4.5,-4.5,TURN_RIGHT
58.112,142.1,66.2,66.8,64.7,104.13,105.57,97.88,0.1461,2.9221,48.2116,69.4254,6.4e-05,4.5,-4.5,TURN_RIGHT
58.176,140.9,66.7,66.1,65.2,103.8,104.8,98.77,0.1461,2.9221,48.4942,69.1365,-6.4e-05,4.5,-4.5,TURN_RIGHT
58.24,144.0,64.1,66.2,64.4,104.04,103.93,99.52,0.1461,2.9221,48.783,68.8539,6.4e-05,4.5,-4.5,TURN_RIGHT
58.304,145.2,67.1,66.8,57.6,106.11,105.29,100.51,0.1461,2.9221,49.0656,68.565,-6.4e-05,4.5,-4.5,TURN_RIGHT
58.368,139.0,66.3,62.4,64.9,102.65,104.15,100.79,0.1461,2.9221,49.3545,68.2824,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.432,141.9,96.2,68.4,69.7,119.05,107.13,103.49,0.1461,2.9221,49.6371,67.9936,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.496,150.6,92.9,64.3,68.2,121.74,110.72,106.15,0.1461,2.9221,49.9197,67.711,-0.0,4.5,-4.5,TURN_RIGHT(default)
58.56,143.6,95.3,66.1,71.8,119.45,113.8,108.12,0.1461,2.9221,50.2023,67.4221,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.624,138.3,95.0,67.7,69.3,116.69,115.91,109.32,0.1461,2.9221,50.4975,67.1395,0.000129,4.5,-4.5,TURN_RIGHT(default)
58.688,139.0,89.2,64.9,62.7,114.13,118.21,110.05,0.1461,2.9221,50.7801,66.8506,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.752,141.2,93.3,58.9,69.6,117.25,117.85,111.08,0.1461,2.9221,51.069,66.568,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.816,145.6,91.3,72.4,60.6,118.49,117.2,112.19,0.1461,2.9221,51.3516,66.2791,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.88,146.3,98.9,65.1,65.9,122.56,117.82,113.67,0.1461,2.9221,51.6404,65.9965,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
58.944,142.0,91.1,61.8,71.7,116.52,117.79,114.12,0.1461,2.9221,51.923,65.7076,-6.4e-05,4.5,-4.5,TURN_RIGHT(default)
59.008,156.1,96.7,70.8,70.1,126.39,120.24,115.88,0.1461,2.9221,52.2119,65.425,6.4e-05,4.5,-4.5,TURN_RIGHT(default)
59.072,149.7,92.1,71.8,66.6,120.9,120.97,116.64,0.1461,2.9221,52.4945,65.1362,-6.4e-05,-2.5,-2.5,BACKWARD
59.136,146.3,94.1,67.2,62.8,120.19,121.31,118.54,0.1461,2.9221,52.3375,64.9792,-0.003219,-2.5,-2.5,BACKWARD
59.2,125.6,74.6,67.7,66.9,100.09,116.82,117.24,0.1461,2.9221,52.1805,64.8159,-0.003283,-2.5,-2.5,BACKWARD
59.264,119.1,57.6,61.8,66.3,88.31,111.18,114.42,0.1461,2.9221,52.0172,64.6589,-0.003283,-2.5,-2.5,BACKWARD
59.328,104.1,70.3,68.3,69.5,87.24,103.35,111.85,0.1461,2.9221,51.8602,64.4956,-0.003283,-2.5,-2.5,BACKWARD
59.392,102.9,71.2,66.0,73.1,87.03,96.57,109.62,0.1461,2.9221,51.697,64.3386,-0.003283,-2.5,-2.5,BACKWARD
59.456,86.7,69.3,70.8,63.5,77.99,88.13,106.4,0.1461,2.9221,51.54,64.1753,-0.003283,-2.5,-2.5,BACKWARD
